"SYMBOL ","COMPANY ","REGULATION ","NAME OF THE ACQUIRER/DISPOSER ","CATEGORY OF PERSON ","TYPE OF SECURITY (PRIOR) ","NO. OF SECURITY (PRIOR) ","% SHAREHOLDING (PRIOR) ","TYPE OF SECURITY (ACQUIRED/DISPLOSED) ","NO. OF SECURITIES (ACQUIRED/DISPLOSED) ","VALUE OF SECURITY (ACQUIRED/DISPLOSED) ","ACQUISITION/DISPOSAL TRANSACTION TYPE ","TYPE OF SECURITY (POST) ","NO. OF SECURITY (POST) ","% POST ","DATE OF ALLOTMENT/ACQUISITION FROM ","DATE OF ALLOTMENT/ACQUISITION TO ","DATE OF INITMATION TO COMPANY ","MODE OF ACQUISITION ","DERIVATIVE TYPE SECURITY ","DERIVATIVE CONTRACT SPECIFICATION ","NOTIONAL VALUE(BUY) ","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) ","NOTIONAL VALUE(SELL) ","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) ","EXCHANGE ","REMARK ","BROADCASTE DATE AND TIME ","XBRL "
"VGUARD","V-Guard Industries Limited","7(2)","Sreejith T","Employees/Designated Employees","Equity Shares","80","0",,"20","4100","Buy","Equity Shares","100","0","20-Feb-2020","20-Feb-2020","20-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Feb-2020 18:42","https://archives.nseindia.com/corporate/xbrl/IT_1066250_224930_24022020064220_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Kirat Jitendra Desai","Employees/Designated Employees","Equity Shares","5228","0",,"2000","807011","Sell","Equity Shares","3228","0","19-Feb-2020","19-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","BSE","-","24-Feb-2020 18:41","https://archives.nseindia.com/corporate/xbrl/IT_1066249_224928_24022020064152_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Sameer Ashok Desai","Other","Equity Shares","10007","0",,"9948","3980692","Sell","Equity Shares","59","0","19-Feb-2020","19-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 18:41","https://archives.nseindia.com/corporate/xbrl/IT_1066249_224928_24022020064152_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Kirat Jitendra Desai","Employees/Designated Employees","Equity Shares","3228","0",,"500","218500","Sell","Equity Shares","2728","0","20-Feb-2020","20-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","BSE","-","24-Feb-2020 18:41","https://archives.nseindia.com/corporate/xbrl/IT_1066249_224928_24022020064152_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Kumudha Sridharan","Employees/Designated Employees","Equity Shares","156403","0",,"19200","4680960","Buy","Equity Shares","175603","0","17-Feb-2020","17-Feb-2020","17-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","24-Feb-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1066246_224923_24022020063522_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Vinay Firake","Employees/Designated Employees","ADR/GDR/FCCB","18400","0",,"18400","4914920","Sell","ADR/GDR/FCCB","Nil","0","20-Feb-2020","20-Feb-2020","22-Feb-2020","Market Sale","-","-","0","0","0","0","NA","-","24-Feb-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1066246_224923_24022020063522_WEB.xml"
"IIFLSEC","IIFL Securities Limited","7(2)","Prabodh Agrawal","Other","Equity Shares","2496288","0.78",,"21198","1208286","Sell","Equity Shares","2475090","0.78","20-Feb-2020","20-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 18:30","https://archives.nseindia.com/corporate/xbrl/IT_1066244_224919_24022020063031_WEB.xml"
"IIFLSEC","IIFL Securities Limited","7(2)","Prabodh Agrawal","Other","Equity Shares","2497513","0.78",,"1225","69825","Sell","Equity Shares","2496288","0.78","20-Feb-2020","20-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","BSE","-","24-Feb-2020 18:30","https://archives.nseindia.com/corporate/xbrl/IT_1066244_224919_24022020063031_WEB.xml"
"GRANULES","Granules India Limited","7(2)","Suseela Devi Chigurupati","Promoter Group","Equity Shares","166000","0.07",,"101000","17690150","Sell","Equity Shares","65000","0.03","17-Feb-2020","17-Feb-2020","24-Feb-2020","Gift","-","-","0","0","0","0","NA","-","24-Feb-2020 18:18","https://archives.nseindia.com/corporate/xbrl/IT_1066242_224915_24022020061817_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","SHRIRAM RAMANATHAN","Employees/Designated Employees","Equity Shares","390000","0.02",,"100000","12114000","Sell","Equity Shares","290000","0.01","24-Feb-2020","24-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1066239_224909_24022020061333_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Mohit Richhariya","Employees/Designated Employees","Equity Shares","22800","0",,"5000","621000","Sell","Equity Shares","17800","0","20-Feb-2020","20-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1066239_224909_24022020061333_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Mohit Richhariya","Employees/Designated Employees","Equity Shares","27800","0",,"5000","615200","Sell","Equity Shares","22800","0","19-Feb-2020","19-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1066239_224909_24022020061333_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Kailash Kulkarni","Employees/Designated Employees","Equity Shares","424000","0.02",,"70000","8817900","Sell","Equity Shares","354000","0.02","20-Feb-2020","20-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1066239_224909_24022020061333_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","SHRIRAM RAMANATHAN","Employees/Designated Employees","Equity Shares","240000","0.01",,"50000","6018500","Sell","Equity Shares","190000","0.01","24-Feb-2020","24-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1066239_224909_24022020061333_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Mohit Richhariya","Employees/Designated Employees","Equity Shares","37800","0",,"10000","1217000","Sell","Equity Shares","27800","0","18-Feb-2020","18-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1066239_224909_24022020061333_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","SHRIRAM RAMANATHAN","Employees/Designated Employees","Equity Shares","290000","0.01",,"50000","6074000","Sell","Equity Shares","240000","0.01","24-Feb-2020","24-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1066239_224909_24022020061333_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Shrinivas Pendharkar","Other","Equity Shares","36519","0",,"750","364563","Buy","Equity Shares","37269","0","28-Jan-2020","20-Feb-2020","20-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","24-Feb-2020 17:57","https://archives.nseindia.com/corporate/xbrl/IT_1066237_224906_24022020055733_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","General Insurance Corporation of India","Promoters","Equity Shares","32185229","1.25",,"170000","127258611","Sell","Equity Shares","32015229","1.24","20-Feb-2020","20-Feb-2020","21-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:57","https://archives.nseindia.com/corporate/xbrl/IT_1066237_224906_24022020055733_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Jairam Sridharan","Other","Equity Shares","544241","0",,"35195","26431445","Sell","Equity Shares","509046","0","20-Feb-2020","20-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:57","https://archives.nseindia.com/corporate/xbrl/IT_1066237_224906_24022020055733_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Shishir Mankad","Other","Equity Shares","44075","0",,"5000","3695570","Sell","Equity Shares","39075","0","19-Feb-2020","19-Feb-2020","20-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:57","https://archives.nseindia.com/corporate/xbrl/IT_1066237_224906_24022020055733_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Shrinivas Pendharkar","Other","Equity Shares","37419","0",,"900","670260","Sell","Equity Shares","36519","0","28-Jan-2020","20-Feb-2020","20-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:57","https://archives.nseindia.com/corporate/xbrl/IT_1066237_224906_24022020055733_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","P. Ganesh","Other","Equity Shares","3850","0",,"1000","740000","Sell","Equity Shares","2850","0","18-Feb-2020","18-Feb-2020","20-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:57","https://archives.nseindia.com/corporate/xbrl/IT_1066237_224906_24022020055733_WEB.xml"
"GLENMARK","Glenmark Pharmaceuticals Limited","7(2)","Glenn Mario Saldanha","Promoters","Equity Shares","894919","0.32",,"9141","2933603","Buy","Equity Shares","904060","0.32","20-Feb-2020","20-Feb-2020","24-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1066235_224902_24022020055520_WEB.xml"
"SHILPAMED","Shilpa Medicare Limited","7(2)","DEEPAK KUMAR INANI","Promoter Group","Equity Shares","Nil","0",,"762500","0","Buy","Equity Shares","762500","0.93","17-Feb-2020","19-Feb-2020","19-Feb-2020","Gift","-","-","0","0","0","0","NA","-","24-Feb-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1066234_224900_24022020055407_WEB.xml"
"SHILPAMED","Shilpa Medicare Limited","7(2)","KANTADEVI INANI","Promoter Group","Equity Shares","Nil","0",,"87136","0","Buy","Equity Shares","87136","0.11","18-Feb-2020","19-Feb-2020","19-Feb-2020","Gift","-","-","0","0","0","0","NA","-","24-Feb-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1066234_224900_24022020055407_WEB.xml"
"INFY","Infosys Limited","7(2)","Satish H. C.","Employees/Designated Employees","Equity Shares","86111","0",,"11111","8911022","Sell","Equity Shares","75000","0","19-Feb-2020","19-Feb-2020","20-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1066232_224896_24022020055202_WEB.xml"
"INDIGO","InterGlobe Aviation Limited","7(2)","Summi Sharma","Employees/Designated Employees","Equity Shares","53295","0.01",,"900","1323000","Sell","Equity Shares","52395","0.01","18-Feb-2020","18-Feb-2020","20-Feb-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","24-Feb-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1066229_224892_24022020054903_WEB.xml"
"INDIGO","InterGlobe Aviation Limited","7(2)","SHALINI SINGH","Employees/Designated Employees","Equity Shares","6507","0",,"835","1235800","Sell","Equity Shares","5672","0","19-Feb-2020","19-Feb-2020","20-Feb-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","24-Feb-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1066229_224892_24022020054903_WEB.xml"
"VBL","Varun Beverages Limited","7(2)","RJ CORP LIMITED","Promoters","Equity Shares","81033517","28.07",,"1100000","891000330","Sell","Equity Shares","79933517","27.69","24-Feb-2020","24-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","BSE","-","24-Feb-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1066227_224885_24022020054441_WEB.xml"
"ALLCARGO","Allcargo Logistics Limited","7(2)","Shashi Kiran Shetty","Promoters","Equity Shares","153702457","62.56",,"1183116","0","Sell","Equity Shares","152519341","62.08","20-Feb-2020","20-Feb-2020","21-Feb-2020","Gift","-","-","0","0","0","0","NA","-","24-Feb-2020 17:40","https://archives.nseindia.com/corporate/xbrl/IT_1066225_224882_24022020054045_WEB.xml"
"MAXVIL","Max Ventures and Industries Limited","7(2)","Analjit Singh","Promoters","Equity Shares","3867843","2.64",,"194001","10268813","Buy","Equity Shares","4061844","2.77","19-Feb-2020","19-Feb-2020","20-Feb-2020","Market Purchase","-","-","0","0","0","0","BSE","-","24-Feb-2020 17:40","https://archives.nseindia.com/corporate/xbrl/IT_1066224_224880_24022020054041_WEB.xml"
"MAXVIL","Max Ventures and Industries Limited","7(2)","Analjit Singh","Promoters","Equity Shares","3831715","2.61",,"36128","1771434","Buy","Equity Shares","3867843","2.64","18-Feb-2020","18-Feb-2020","20-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:40","https://archives.nseindia.com/corporate/xbrl/IT_1066224_224880_24022020054041_WEB.xml"
"MAXVIL","Max Ventures and Industries Limited","7(2)","Analjit Singh","Promoters","Equity Shares","3829465","2.61",,"2250","108733","Buy","Equity Shares","3831715","2.61","18-Feb-2020","18-Feb-2020","20-Feb-2020","Market Purchase","-","-","0","0","0","0","BSE","-","24-Feb-2020 17:40","https://archives.nseindia.com/corporate/xbrl/IT_1066224_224880_24022020054041_WEB.xml"
"JKPAPER","JK Paper Limited","7(2)","Accurate Finman Services Limited","Promoter Group","Equity Shares","411140","0.23",,"90000","10954321","Sell","Equity Shares","321140","0.18","18-Feb-2020","18-Feb-2020","19-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1066222_224876_24022020053910_WEB.xml"
"JKPAPER","JK Paper Limited","7(2)","J.K. Credit and Finance Limited","Promoter Group","Equity Shares","2275000","1.28",,"119000","14484047","Sell","Equity Shares","2156000","1.21","18-Feb-2020","18-Feb-2020","19-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1066222_224876_24022020053910_WEB.xml"
"JKPAPER","JK Paper Limited","7(2)","Nav Bharat Vanijya Limited","Promoter Group","Equity Shares","1191000","0.67",,"154800","18840782","Sell","Equity Shares","1036200","0.58","18-Feb-2020","18-Feb-2020","19-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1066222_224876_24022020053910_WEB.xml"
"JKPAPER","JK Paper Limited","7(2)","BENGAL & ASSAM COMPANY LIMITED","Promoters","Equity Shares","79041428","44.34",,"585800","71634246","Buy","Equity Shares","79627228","44.67","18-Feb-2020","18-Feb-2020","19-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1066222_224876_24022020053910_WEB.xml"
"JKPAPER","JK Paper Limited","7(2)","Sidhivinayak Trading and Investment Limited (Formerly Juggilal Kamlapat Udyog Limited)","Promoter Group","Equity Shares","490000","0.27",,"222000","27020658","Sell","Equity Shares","268000","0.15","18-Feb-2020","18-Feb-2020","19-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1066222_224876_24022020053910_WEB.xml"
"ALLCARGO","Allcargo Logistics Limited","7(2)","Adarsh Hegde","Promoters","Equity Shares","3362384","1.37",,"1183116","0","Buy","Equity Shares","4545500","1.85","20-Feb-2020","20-Feb-2020","21-Feb-2020","Gift","-","-","0","0","0","0","NA","-","24-Feb-2020 17:35","https://archives.nseindia.com/corporate/xbrl/IT_1066220_224873_24022020053534_WEB.xml"
"PENIND","Pennar Industries Limited","7(2)","Potluri Venkateshwara Rao","Director","Equity Shares","561589","0.36",,"23000","556282","Sell","Equity Shares","538589","0.36","19-Feb-2020","19-Feb-2020","24-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1066219_224870_24022020052836_WEB.xml"
"RPPL","Rajshreepolypack Limited","7(2)","Mr. Naresh Radheshyam Thard","Promoters","Equity Shares","1709178","15.21",,"1000","96750","Buy","Equity Shares","1710178","15.22","20-Feb-2020","20-Feb-2020","22-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:25","https://archives.nseindia.com/corporate/xbrl/IT_1066216_224863_24022020052501_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","Zuari Global Limited","Promoters","Equity Shares","59015360","14.18",,"150000","23107500","Pledge","Equity Shares","59015360","14.18","19-Feb-2020","19-Feb-2020","21-Feb-2020","Pledge Creation","-","-","0","0","0","0","NA","-","24-Feb-2020 17:16","https://archives.nseindia.com/corporate/xbrl/IT_1066213_224854_24022020051626_WEB.xml"
"KRBL","KRBL Limited","7(2)","BINITA GUPTA FAMILY TRUST, TH. ITS TRUSTEE ANOOP KUMAR GUPTA","Promoter Group","Equity Shares","382632","0.16",,"30000","9147600","Buy","Equity Shares","412632","0.17","19-Feb-2020","19-Feb-2020","22-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:14","https://archives.nseindia.com/corporate/xbrl/IT_1066212_224851_24022020051449_WEB.xml"
"KRBL","KRBL Limited","7(2)","ANIL MITTAL FAMILY TRUST, TH. ITS TRUSTEE ANIL KUMAR MITTAL","Promoter Group","Equity Shares","42928496","18.23",,"30000","9146400","Buy","Equity Shares","42958496","18.25","19-Feb-2020","19-Feb-2020","22-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:14","https://archives.nseindia.com/corporate/xbrl/IT_1066212_224851_24022020051449_WEB.xml"
"KRBL","KRBL Limited","7(2)","ARUN KUMAR GUPTA FAMILY TRUST, TH. ITS TRUSTEE ARUN KUMAR GUPTA","Promoter Group","Equity Shares","41676347","17.7",,"29999","9147000","Buy","Equity Shares","41706346","17.71","19-Feb-2020","19-Feb-2020","22-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:14","https://archives.nseindia.com/corporate/xbrl/IT_1066212_224851_24022020051449_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Madhup Agrawal","Employees/Designated Employees","Equity Shares","68666042","2.37",,"2091","5845526","Sell","Equity Shares","68663951","2.37","20-Feb-2020","20-Feb-2020","21-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1066211_224848_24022020051027_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Sudhir Gupta","Employees/Designated Employees","Equity Shares","24341","0.08",,"800","2131200","Sell","Equity Shares","23541","0.08","20-Feb-2020","20-Feb-2020","21-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1066211_224848_24022020051027_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Dinesh Gulati","Employees/Designated Employees","Equity Shares","510593","1.77",,"1960","4998000","Sell","Equity Shares","508633","1.76","19-Feb-2020","19-Feb-2020","20-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1066211_224848_24022020051027_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Abhishek Bhartia","Employees/Designated Employees","Equity Shares","109536","0.38",,"1626","4262817","Sell","Equity Shares","107910","0.37","19-Feb-2020","20-Feb-2020","21-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1066211_224848_24022020051027_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Amit Jain","Employees/Designated Employees","Equity Shares","33483","0.12",,"1000","2600000","Sell","Equity Shares","32483","0.11","20-Feb-2020","20-Feb-2020","21-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1066211_224848_24022020051027_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Dinesh Gulati","Employees/Designated Employees","Equity Shares","508633","1.76",,"6758","18054300","Sell","Equity Shares","501875","1.74","20-Feb-2020","20-Feb-2020","21-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1066211_224848_24022020051027_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Rajesh Sawhney","Director","Equity Shares","26250","0.09",,"800","2175665","Sell","Equity Shares","25450","0.09","20-Feb-2020","20-Feb-2020","21-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1066211_224848_24022020051027_WEB.xml"
"MADHAV","Madhav Marbles and Granites Limited","7(2)","ARUNA DOSHI","Immediate relative","Equity Shares","684544","7.65",,"4600","145093","Buy","Equity Shares","689144","7.7","20-Feb-2020","20-Feb-2020","22-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Feb-2020 17:07","https://archives.nseindia.com/corporate/xbrl/IT_1066208_224845_24022020050708_WEB.xml"
