"SYMBOL ","COMPANY ","REGULATION ","NAME OF THE ACQUIRER/DISPOSER ","CATEGORY OF PERSON ","TYPE OF SECURITY (PRIOR) ","NO. OF SECURITY (PRIOR) ","% SHAREHOLDING (PRIOR) ","TYPE OF SECURITY (ACQUIRED/DISPLOSED) ","NO. OF SECURITIES (ACQUIRED/DISPLOSED) ","VALUE OF SECURITY (ACQUIRED/DISPLOSED) ","ACQUISITION/DISPOSAL TRANSACTION TYPE ","TYPE OF SECURITY (POST) ","NO. OF SECURITY (POST) ","% POST ","DATE OF ALLOTMENT/ACQUISITION FROM ","DATE OF ALLOTMENT/ACQUISITION TO ","DATE OF INITMATION TO COMPANY ","MODE OF ACQUISITION ","DERIVATIVE TYPE SECURITY ","DERIVATIVE CONTRACT SPECIFICATION ","NOTIONAL VALUE(BUY) ","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) ","NOTIONAL VALUE(SELL) ","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) ","EXCHANGE ","REMARK ","BROADCASTE DATE AND TIME ","XBRL "
"NCLIND","NCL Industries Limited","7(2)","Ashwin V Goradia","Promoter Group","Equity Shares","82844","0.18",,"50","5593","Buy","Equity Shares","82894","0.18","17-Aug-2019","17-Aug-2019","17-Aug-2019","Gift","-","-","0","0","0","0","NA","-","20-Aug-2019 14:56","https://archives.nseindia.com/corporate/xbrl/IT_1055457_133694_20082019025620_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","T Arun Kumar","Key Managerial Personnel","Equity Shares","4650","0.01",,"50","5593","Buy","Equity Shares","4700","1.01","17-Aug-2019","17-Aug-2019","17-Aug-2019","Gift","-","-","0","0","0","0","NA","-","20-Aug-2019 14:56","https://archives.nseindia.com/corporate/xbrl/IT_1055457_133694_20082019025620_WEB.xml"
"GEEKAYWIRE","Geekay Wires Limited","7(2)","GHANSHYAM DASS","Promoters","Equity Shares","682000","6.52",,"24000","792000","Buy","Equity Shares","706000","6.75","19-Aug-2019","19-Aug-2019","20-Aug-2019","Market Purchase","-","-","0","0","0","0","NSE","-","20-Aug-2019 14:37","https://archives.nseindia.com/corporate/xbrl/IT_1055454_133693_20082019023736_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Nisheeth Khare","Employees/Designated Employees","Equity Shares","26400","0",,"26400","2745600","Sell","Equity Shares","Nil","0.00","19-Aug-2019","19-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","20-Aug-2019 14:24","https://archives.nseindia.com/corporate/xbrl/IT_1055453_133691_20082019022423_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Soumendra Nath Lahiri","Employees/Designated Employees","Equity Shares","305000","0.02",,"305000","31814550","Sell","Equity Shares","Nil","0.00","19-Aug-2019","19-Aug-2019","20-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","20-Aug-2019 14:24","https://archives.nseindia.com/corporate/xbrl/IT_1055453_133691_20082019022423_WEB.xml"
"SREEL","Sreeleathers Limited","7(2)","ROCHITA DEY","Director","Equity Shares","30000","0.12",,"15000","0.059","Buy","Equity Shares","45000","0.18","19-Aug-2019","19-Aug-2019","19-Aug-2019","Market Purchase","-","-","0","0","0","0","NSE","-","20-Aug-2019 13:37","https://archives.nseindia.com/corporate/xbrl/IT_1055452_133688_20082019013738_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","MANISH GULATI","Employees/Designated Employees","Equity Shares","35000","0.01",,"4400","5073200","Pledge","Equity Shares","35000","0.01","13-Aug-2019","13-Aug-2019","16-Aug-2019","Pledge Creation","-","-","0","0","0","0","NA","-","20-Aug-2019 13:32","https://archives.nseindia.com/corporate/xbrl/IT_1055450_133687_20082019013245_WEB.xml"
"BOMDYEING","Bombay Dyeing & Mfg Company Limited","7(2)","Nowrosjee Wadia & Sons Limited","Promoters","Equity Shares","7365293","3.57",,"419750","0","Buy","Equity Shares","7785043","3.77","14-Aug-2019","14-Aug-2019","16-Aug-2019","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","20-Aug-2019 13:09","https://archives.nseindia.com/corporate/xbrl/IT_1055442_133683_20082019010919_WEB.xml"
"BOMDYEING","Bombay Dyeing & Mfg Company Limited","7(2)","Wadia Investments Limited","Promoters","Equity Shares","419750","0.2",,"419750","0","Sell","Equity Shares","Nil","0.00","14-Aug-2019","14-Aug-2019","16-Aug-2019","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","20-Aug-2019 13:09","https://archives.nseindia.com/corporate/xbrl/IT_1055442_133683_20082019010919_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust - ESOP Plan 2016 A/c","Other","Equity Shares","11162922","0.46",,"13005","2938816","Sell","Equity Shares","11149917","0.46","16-Aug-2019","16-Aug-2019","17-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","20-Aug-2019 13:05","https://archives.nseindia.com/corporate/xbrl/IT_1055449_133680_20082019010500_WEB.xml"
"ARVINDFASN","Arvind Fashions Limited","7(2)","Anindya Ray","Employees/Designated Employees","Equity Shares","39339","0.07",,"2000","1015680","Sell","Equity Shares","37339","0.06","13-Aug-2019","13-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","20-Aug-2019 12:53","https://archives.nseindia.com/corporate/xbrl/IT_1055447_133679_20082019125322_WEB.xml"
"ANDPAPER","ANDHRA PAPER LIMITED","7(2)","Chirag Dilipkumar Lakhi","Other","Equity Shares","256035","0.64",,"17500","7688813.35","Sell","Equity Shares","238535","0.60","16-Aug-2019","16-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","20-Aug-2019 12:34","https://archives.nseindia.com/corporate/xbrl/IT_1055446_133677_20082019123449_WEB.xml"
"NIITTECH","NIIT Technologies Limited","7(2)","Hulst B.V","Promoters","Equity Shares","21716103","35.12",,"159000","205303090","Buy","Equity Shares","21875103","35.37","09-Aug-2019","09-Aug-2019","14-Aug-2019","Market Purchase","-","-","0","0","0","0","NSE","-","20-Aug-2019 12:32","https://archives.nseindia.com/corporate/xbrl/IT_1055445_133676_20082019123235_WEB.xml"
"NIITTECH","NIIT Technologies Limited","7(2)","Hulst B.V","Promoters","Equity Shares","21875103","35.37",,"21846963","30454666422","Buy","Equity Shares","43722066","70.70","09-Aug-2019","09-Aug-2019","14-Aug-2019","Others","-","-","0","0","0","0","NA","-","20-Aug-2019 12:32","https://archives.nseindia.com/corporate/xbrl/IT_1055445_133676_20082019123235_WEB.xml"
"BALAMINES","Balaji Amines Limited","7(2)","N Eeshan Reddy","Promoters","Equity Shares","111700","0.34",,"2000","547643.69","Buy","Equity Shares","113700","0.35","19-Aug-2019","19-Aug-2019","20-Aug-2019","Market Purchase","-","-","0","0","0","0","BSE","-","20-Aug-2019 12:23","https://archives.nseindia.com/corporate/xbrl/IT_1055443_133675_20082019122326_WEB.xml"
"NTPC","NTPC Limited","7(2)","THE PRESIDENT OF INDIA (ACTING THROUGH THE MINISTRY OF POWER)","Promoters","Equity Shares","5581167271","56.41",,"188247114","1882471140","Sell","Equity Shares","5392920157","54.50","22-Jul-2019","24-Jul-2019","19-Aug-2019","Off Market","-","-","0","0","0","0","NA","-","20-Aug-2019 12:15","https://archives.nseindia.com/corporate/xbrl/IT_1055437_133674_20082019121526_WEB.xml"
"MBAPL","Madhya Bharat Agro Products Limited","7(2)","OSTWAL PHOSCHEM (INDIA) LIMITED","Promoters","Equity Shares","8915770","40.7",,"12000","810600","Buy","Equity Shares","8927770","40.75","13-Aug-2019","14-Aug-2019","16-Aug-2019","Market Purchase","-","-","0","0","0","0","NSE","-","20-Aug-2019 12:11","https://archives.nseindia.com/corporate/xbrl/IT_1055441_133673_20082019121122_WEB.xml"
"ARIES","Aries Agro Limited","7(2)","JIMMY MIRCHANDANI","Promoter Group","Equity Shares","3344830","25.72",,"90000","900000","Sell","Equity Shares","3254830","25.03","16-Aug-2019","19-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","BSE","-","20-Aug-2019 12:00","https://archives.nseindia.com/corporate/xbrl/IT_1055440_133672_20082019120012_WEB.xml"
"ARIES","Aries Agro Limited","7(2)","RAHUL MIRCHANDANI","Promoter Group","Equity Shares","2803221","21.56",,"90000","900000","Buy","Equity Shares","2893221","22.25","16-Aug-2019","19-Aug-2019","19-Aug-2019","Market Purchase","-","-","0","0","0","0","BSE","-","20-Aug-2019 12:00","https://archives.nseindia.com/corporate/xbrl/IT_1055440_133672_20082019120012_WEB.xml"
"NTPC","NTPC Limited","7(2)","THE PRESIDENT OF INDIA (ACTING THROUGH THE MINISTRY OF POWER)","Promoters","Equity Shares","5581167271","56.41",,"188247114","1882471140","Sell","Equity Shares","5392920157","54.50","22-Jul-2019","24-Jul-2019","19-Aug-2019","Off Market","-","-","0","0","0","0","NA","-","20-Aug-2019 11:50","https://archives.nseindia.com/corporate/xbrl/IT_1055439_133671_20082019115055_WEB.xml"
"TCI","Transport Corporation of India Limited","7(2)","Vineet Agarwal","Promoters","Equity Shares","1995431","2.6",,"1391","372784","Buy","Equity Shares","1996822","2.60","16-Aug-2019","19-Aug-2019","19-Aug-2019","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","20-Aug-2019 11:46","https://archives.nseindia.com/corporate/xbrl/IT_1055438_133670_20082019114602_WEB.xml"
"MAYURUNIQ","Mayur Uniquoters Ltd","7(2)","KIRAN PODDAR","Promoters","Equity Shares","575778","1.27",,"5000","1104783.10","Buy","Equity Shares","580778","1.28","19-Aug-2019","19-Aug-2019","20-Aug-2019","Market Purchase","-","-","0","0","0","0","NSE","-","20-Aug-2019 11:20","https://archives.nseindia.com/corporate/xbrl/IT_1055435_133669_20082019112024_WEB.xml"
"CAMLINFINE","Camlin Fine Sciences Limited","7(2)","ASHISH S DANDEKAR","Promoters","Equity Shares","14051400","11.58",,"3000000","180000000","Pledge","Equity Shares","14051400","11.58","19-Aug-2019","19-Aug-2019","20-Aug-2019","Pledge Creation","-","-","0","0","0","0","NA","-","20-Aug-2019 11:18","https://archives.nseindia.com/corporate/xbrl/IT_1055436_133668_20082019111808_WEB.xml"
"JSL","Jindal Stainless Limited","7(2)","RATAN JINDAL","Promoters","Equity Shares","8039498","1.68",,"140000","4356978","Buy","Equity Shares","8179498","1.71","14-Aug-2019","16-Aug-2019","19-Aug-2019","Market Purchase","-","-","0","0","0","0","NSE","-","20-Aug-2019 09:53","https://archives.nseindia.com/corporate/xbrl/IT_1055434_133522_20082019095314_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Rajan Nanoo","Employees/Designated Employees","Equity Shares","52199","0",,"1017","1292607","Buy","Equity Shares","53216","0.00","07-Aug-2019","07-Aug-2019","19-Aug-2019","ESOP","-","-","0","0","0","0","NA","-","19-Aug-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1055433_133515_19082019080249_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Amit Jain","Key Managerial Personnel","Equity Shares","4800","0",,"4800","2666915.33","Sell","Equity Shares","Nil","0.00","13-Aug-2019","13-Aug-2019","14-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:53","https://archives.nseindia.com/corporate/xbrl/IT_1055432_133514_19082019075312_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Amit Gandhi","Employees/Designated Employees","Equity Shares","40000","0.01",,"30000","15600000","Sell","Equity Shares","10000","0.00","09-Aug-2019","13-Aug-2019","14-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:53","https://archives.nseindia.com/corporate/xbrl/IT_1055432_133514_19082019075312_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Ketan Talati","Employees/Designated Employees","Equity Shares","47821","0.01",,"38500","201077720","Sell","Equity Shares","9321","0.00","09-Aug-2019","13-Aug-2019","14-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:53","https://archives.nseindia.com/corporate/xbrl/IT_1055432_133514_19082019075312_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Somil Rastogi","Employees/Designated Employees","Equity Shares","14000","0",,"9000","5019225","Sell","Equity Shares","5000","0.00","13-Aug-2019","14-Aug-2019","14-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:53","https://archives.nseindia.com/corporate/xbrl/IT_1055432_133514_19082019075312_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Vineet Gupta","Employees/Designated Employees","Equity Shares","19500","0",,"4500","2541932.25","Sell","Equity Shares","15000","0.00","13-Aug-2019","13-Aug-2019","14-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:53","https://archives.nseindia.com/corporate/xbrl/IT_1055432_133514_19082019075312_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Kshitij Gehlot","Employees/Designated Employees","Equity Shares","9100","0",,"2500","1237825","Sell","Equity Shares","6600","0.00","09-Aug-2019","09-Aug-2019","14-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:53","https://archives.nseindia.com/corporate/xbrl/IT_1055432_133514_19082019075312_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Ripudaman Bandral","Employees/Designated Employees","Equity Shares","31000","0.01",,"7000","3891090","Sell","Equity Shares","24000","0.01","13-Aug-2019","13-Aug-2019","14-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:53","https://archives.nseindia.com/corporate/xbrl/IT_1055432_133514_19082019075312_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Sameer Mahajan","Employees/Designated Employees","Equity Shares","10500","0",,"5000","2801972","Sell","Equity Shares","5500","0.00","14-Aug-2019","14-Aug-2019","14-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:53","https://archives.nseindia.com/corporate/xbrl/IT_1055432_133514_19082019075312_WEB.xml"
"TCS","Tata Consultancy Services Limited","7(2)","Radhika Ravichandran","Immediate relative","Equity Shares","2660","0",,"500","1114156.84","Sell","Equity Shares","2160","0.00","05-Aug-2019","05-Aug-2019","14-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:53","https://archives.nseindia.com/corporate/xbrl/IT_1055430_133513_19082019075310_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Abhijit Lahiri","Employees/Designated Employees","Equity Shares","14000","0",,"3000","1975650.00","Sell","Equity Shares","11000","0.00","14-Aug-2019","14-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:34","https://archives.nseindia.com/corporate/xbrl/IT_1055416_133511_19082019073433_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","VENUGOPAL REDDY KANDIMALLA","Employees/Designated Employees","Equity Shares","3500","0",,"1000","659627.40","Sell","Equity Shares","2500","0.00","16-Aug-2019","16-Aug-2019","18-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:34","https://archives.nseindia.com/corporate/xbrl/IT_1055416_133511_19082019073433_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","BODHAYANA KRISHNA KUMAR","Employees/Designated Employees","Equity Shares","30578","0",,"5000","3305000.00","Sell","Equity Shares","25578","0.00","16-Aug-2019","16-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:34","https://archives.nseindia.com/corporate/xbrl/IT_1055416_133511_19082019073433_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Kiran Kumar G","Employees/Designated Employees","Equity Shares","Nil","0",,"180000","41216400","Buy","Equity Shares","180000","0.00","16-Aug-2019","16-Aug-2019","19-Aug-2019","ESOP","-","-","0","0","0","0","NA","-","19-Aug-2019 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1055431_133510_19082019073256_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Seema Shah Ahuja","Employees/Designated Employees","Equity Shares","53000","0",,"8000","1831840","Buy","Equity Shares","61000","0.00","16-Aug-2019","16-Aug-2019","19-Aug-2019","ESOP","-","-","0","0","0","0","NA","-","19-Aug-2019 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1055431_133510_19082019073256_WEB.xml"
"BIOCON","Biocon Limited","7(2)","VIJAYA KUMAR B","Employees/Designated Employees","Equity Shares","27400","0",,"1376","315076","Buy","Equity Shares","28776","0.00","16-Aug-2019","16-Aug-2019","19-Aug-2019","ESOP","-","-","0","0","0","0","NA","-","19-Aug-2019 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1055431_133510_19082019073256_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Sriram A V","Employees/Designated Employees","Equity Shares","76500","0",,"168000","38468640","Buy","Equity Shares","244500","0.00","16-Aug-2019","16-Aug-2019","19-Aug-2019","ESOP","-","-","0","0","0","0","NA","-","19-Aug-2019 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1055431_133510_19082019073256_WEB.xml"
"BIOCON","Biocon Limited","7(2)","PRASAD B S V","Employees/Designated Employees","Equity Shares","627852","0",,"120000","27477600","Buy","Equity Shares","747852","0.00","16-Aug-2019","16-Aug-2019","19-Aug-2019","ESOP","-","-","0","0","0","0","NA","-","19-Aug-2019 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1055431_133510_19082019073256_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Vivek Gupta","Employees/Designated Employees","Equity Shares","76500","0",,"3000","686940","Buy","Equity Shares","79500","0.00","16-Aug-2019","16-Aug-2019","19-Aug-2019","ESOP","-","-","0","0","0","0","NA","-","19-Aug-2019 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1055431_133510_19082019073256_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Hari Prasad V K","Employees/Designated Employees","Equity Shares","27800","0",,"2400","549552","Buy","Equity Shares","30200","0.00","16-Aug-2019","16-Aug-2019","19-Aug-2019","ESOP","-","-","0","0","0","0","NA","-","19-Aug-2019 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1055431_133510_19082019073256_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Latha S","Employees/Designated Employees","Equity Shares","9000","0",,"9000","2060820","Buy","Equity Shares","18000","0.00","16-Aug-2019","16-Aug-2019","19-Aug-2019","ESOP","-","-","0","0","0","0","NA","-","19-Aug-2019 19:32","https://archives.nseindia.com/corporate/xbrl/IT_1055431_133510_19082019073256_WEB.xml"
"YESBANK","Yes Bank Limited","7(2)","SUBRAMANIAN AYYAR","Employees/Designated Employees","Equity Shares","441223","0.02",,"8000","640000","Sell","Equity Shares","433223","0.02","16-Aug-2019","16-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1055412_133508_19082019072345_WEB.xml"
"YESBANK","Yes Bank Limited","7(2)","SUBRAMANIAN AYYAR","Employees/Designated Employees","Equity Shares","449000","0.02",,"7777","598829","Sell","Equity Shares","441223","0.02","14-Aug-2019","14-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1055412_133508_19082019072345_WEB.xml"
"YESBANK","Yes Bank Limited","7(2)","NEERAJ TANEJA","Employees/Designated Employees","Equity Shares","98385","0",,"98385","7870800","Pledge Revoke","Equity Shares","98385","0.00","03-Jul-2019","03-Jul-2019","14-Aug-2019","Revokation of Pledge","-","-","0","0","0","0","NA","-","19-Aug-2019 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1055412_133508_19082019072345_WEB.xml"
"YESBANK","Yes Bank Limited","7(3)","Rinki Dhingra","Connected Person","Equity Shares","145000","0.01",,"200000","15592500","Buy","Equity Shares","345000","0.01","10-Aug-2019","10-Aug-2019","14-Aug-2019","ESOP","-","-","0","0","0","0","NA","-","19-Aug-2019 19:22","https://archives.nseindia.com/corporate/xbrl/IT_1055418_133507_19082019072240_WEB.xml"
"PSPPROJECT","PSP Projects Limited","7(2)","PRAHALADBHAI SHIVRAMBHAI PATEL","Promoters","Equity Shares","18257227","50.71",,"4605","2407981.03","Buy","Equity Shares","18261832","50.73","16-Aug-2019","16-Aug-2019","19-Aug-2019","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","19-Aug-2019 19:20","https://archives.nseindia.com/corporate/xbrl/IT_1055429_133504_19082019072014_WEB.xml"
"KARURVYSYA","Karur Vysya Bank Limited","7(2)","A K Kasthuri","Promoter Group","Equity Shares","56657","0.01",,"1500","88189","Buy","Equity Shares","58157","0.01","07-Aug-2019","07-Aug-2019","16-Aug-2019","Market Purchase","-","-","0","0","0","0","BSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055419_133503_19082019070645_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Manoj Kumar","Employees/Designated Employees","Equity Shares","12646","0",,"100","72370","Sell","Equity Shares","12546","0.00","14-Aug-2019","14-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Krishan Gopal","Employees/Designated Employees","Equity Shares","19500","0.01",,"1000","730000","Sell","Equity Shares","18500","0.01","16-Aug-2019","16-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Sumit Chadha","Employees/Designated Employees","Equity Shares","11483","0",,"1500","1080000","Sell","Equity Shares","9983","0.00","14-Aug-2019","14-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Sumit Chadha","Employees/Designated Employees","Equity Shares","11583","0",,"100","73741","Sell","Equity Shares","11483","0.00","09-Aug-2019","09-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Sumit Chadha","Employees/Designated Employees","Equity Shares","12583","0",,"1000","70400","Sell","Equity Shares","11583","0.00","08-Aug-2019","08-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Jatul Anand","Employees/Designated Employees","Equity Shares","15300","0",,"1500","1101511","Sell","Equity Shares","13800","0.00","16-Aug-2019","16-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Krishan Gopal","Employees/Designated Employees","Equity Shares","18500","0.01",,"5000","3628550","Sell","Equity Shares","13500","0.01","16-Aug-2019","16-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Manoj Kumar","Employees/Designated Employees","Equity Shares","12546","0",,"500","367930","Sell","Equity Shares","12046","0.00","16-Aug-2019","16-Aug-2019","19-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Ravi Shankar Arora","Employees/Designated Employees","Equity Shares","713","0",,"700","511932","Sell","Equity Shares","13","0.00","16-Aug-2019","16-Aug-2019","17-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Nitant Desai","Employees/Designated Employees","Equity Shares","35988","0.02",,"753","545977","Sell","Equity Shares","35235","0.01","01-Aug-2019","01-Aug-2019","05-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"PNBHOUSING","PNB Housing Finance Limited","7(2)","Nitant Desai","Employees/Designated Employees","Equity Shares","35235","0.02",,"3000","2191510","Sell","Equity Shares","32235","0.01","16-Aug-2019","16-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:06","https://archives.nseindia.com/corporate/xbrl/IT_1055427_133502_19082019070605_WEB.xml"
"ITC","ITC Limited","7(2)","KRISHNAN VENKATESWARAN","Employees/Designated Employees","Equity Shares","72000","0",,"29000","7239526","Sell","Equity Shares","43000","0.00","14-Aug-2019","14-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1055426_133501_19082019070547_WEB.xml"
"ITC","ITC Limited","7(2)","NAZEEB ARIF","Employees/Designated Employees","Equity Shares","188340","0",,"44000","11029920","Sell","Equity Shares","144340","0.00","14-Aug-2019","14-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1055426_133501_19082019070547_WEB.xml"
"ITC","ITC Limited","7(2)","RAVI K. RAYAVARAM","Employees/Designated Employees","Equity Shares","68990","0",,"11000","2685838","Sell","Equity Shares","57990","0.00","13-Aug-2019","13-Aug-2019","14-Aug-2019","Market Sale","-","-","0","0","0","0","BSE","-","19-Aug-2019 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1055426_133501_19082019070547_WEB.xml"
"ITC","ITC Limited","7(2)","RAJESH KUMAR PONNURU","Employees/Designated Employees","Equity Shares","41210","0",,"10000","2491534","Sell","Equity Shares","31210","0.00","14-Aug-2019","14-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1055426_133501_19082019070547_WEB.xml"
"ITC","ITC Limited","7(2)","PARITOSH WALI","Employees/Designated Employees","Equity Shares","179650","0",,"3000","759195","Sell","Equity Shares","176650","0.00","16-Aug-2019","16-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1055426_133501_19082019070547_WEB.xml"
"ITC","ITC Limited","7(2)","PARITOSH WALI","Employees/Designated Employees","Equity Shares","181650","0",,"2000","501300","Sell","Equity Shares","179650","0.00","14-Aug-2019","14-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","NSE","-","19-Aug-2019 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1055426_133501_19082019070547_WEB.xml"
