"SYMBOL ","COMPANY ","REGULATION ","NAME OF THE ACQUIRER/DISPOSER ","CATEGORY OF PERSON ","TYPE OF SECURITY (PRIOR) ","NO. OF SECURITY (PRIOR) ","% SHAREHOLDING (PRIOR) ","TYPE OF SECURITY (ACQUIRED/DISPLOSED) ","NO. OF SECURITIES (ACQUIRED/DISPLOSED) ","VALUE OF SECURITY (ACQUIRED/DISPLOSED) ","ACQUISITION/DISPOSAL TRANSACTION TYPE ","TYPE OF SECURITY (POST) ","NO. OF SECURITY (POST) ","% POST ","DATE OF ALLOTMENT/ACQUISITION FROM ","DATE OF ALLOTMENT/ACQUISITION TO ","DATE OF INITMATION TO COMPANY ","MODE OF ACQUISITION ","DERIVATIVE TYPE SECURITY ","DERIVATIVE CONTRACT SPECIFICATION ","NOTIONAL VALUE(BUY) ","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) ","NOTIONAL VALUE(SELL) ","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) ","EXCHANGE ","REMARK ","BROADCASTE DATE AND TIME ","XBRL "
"FCONSUMER","Future Consumer Limited","7(3)","Future Generali India Life Insurance Company Limited FUT MAX- ULIF004180708FUMAXIMIZE133","Connected Person","Equity Shares","60000","0",,"40500","1694515.95","Buy","Equity Shares","100500","0.00","06-Jun-2019","06-Jun-2019","07-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:11","https://archives.nseindia.com/corporate/xbrl/IT_1052984_108489_10062019081127_WEB.xml"
"NRBBEARING","NRB Bearing Limited","7(2)","HARSHBEENA SAHNEY ZAVERI","Promoters","Equity Shares","8649634","8.92",,"210","35874.48","Buy","Equity Shares","8649844","8.92","06-Jun-2019","06-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","BSE","-","10-Jun-2019 20:09","https://archives.nseindia.com/corporate/xbrl/IT_1052986_108488_10062019080926_WEB.xml"
"NRBBEARING","NRB Bearing Limited","7(2)","HARSHBEENA SAHNEY ZAVERI","Promoters","Equity Shares","8669431","8.94",,"47339","8077435.45","Buy","Equity Shares","8716770","8.99","07-Jun-2019","07-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:09","https://archives.nseindia.com/corporate/xbrl/IT_1052986_108488_10062019080926_WEB.xml"
"NRBBEARING","NRB Bearing Limited","7(2)","HARSHBEENA SAHNEY ZAVERI","Promoters","Equity Shares","8669222","8.94",,"209","35627.57","Buy","Equity Shares","8669431","8.94","07-Jun-2019","07-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","BSE","-","10-Jun-2019 20:09","https://archives.nseindia.com/corporate/xbrl/IT_1052986_108488_10062019080926_WEB.xml"
"NRBBEARING","NRB Bearing Limited","7(2)","HARSHBEENA SAHNEY ZAVERI","Promoters","Equity Shares","8649844","8.92",,"19378","3300058.98","Buy","Equity Shares","8669222","8.94","06-Jun-2019","06-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:09","https://archives.nseindia.com/corporate/xbrl/IT_1052986_108488_10062019080926_WEB.xml"
"FCONSUMER","Future Consumer Limited","7(3)","Future Generali India Life Insurance Company Limited FUT MAX- ULIF004180708FUMAXIMIZE133","Connected Person","Equity Shares","Nil","0",,"60000","2561190","Buy","Equity Shares","60000","0.00","03-Jun-2019","03-Jun-2019","06-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1052983_108487_10062019080742_WEB.xml"
"FCONSUMER","Future Consumer Limited","7(3)","Future Generali India Life Insurance Company Limited FUT ULIF009121009FUTDYNAGTH133","Connected Person","Equity Shares","Nil","0",,"25467","1082017.2","Buy","Equity Shares","25467","0.00","03-Jun-2019","06-Jun-2019","06-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1052983_108487_10062019080742_WEB.xml"
"FCONSUMER","Future Consumer Limited","7(3)","Future Generali India Life Insurance Company Limited FUT BAL ULIF003180708FUTBALANCE133","Connected Person","Equity Shares","Nil","0",,"55000","2330825.5","Buy","Equity Shares","55000","0.00","03-Jun-2019","06-Jun-2019","06-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1052983_108487_10062019080742_WEB.xml"
"FCONSUMER","Future Consumer Limited","7(3)","Future Generali India Life Insurance Company Limited FUT ULIF012090910FUTOPPORTU133","Connected Person","Equity Shares","Nil","0",,"70000","2988055","Buy","Equity Shares","70000","0.00","03-Jun-2019","03-Jun-2019","06-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1052983_108487_10062019080742_WEB.xml"
"FCONSUMER","Future Consumer Limited","7(3)","Future Generali India Life Insurance Company Limited FUT ULIF010231209FUTUREAPEX133","Connected Person","Equity Shares","Nil","0",,"60000","2552724","Buy","Equity Shares","60000","0.00","03-Jun-2019","06-Jun-2019","06-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1052983_108487_10062019080742_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Kunal Sharma","Employees/Designated Employees","Equity Shares","1850","0",,"1850","1479250","Sell","Equity Shares","Nil","0.00","03-Jun-2019","03-Jun-2019","06-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1052973_108486_10062019080216_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Somil Rastogi","Employees/Designated Employees","Equity Shares","2000","0",,"20000","7895000","Buy","Equity Shares","22000","0.01","05-Jun-2019","05-Jun-2019","06-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1052973_108486_10062019080216_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Mukesh Kumar Garg","Key Managerial Personnel","Equity Shares","29800","0.01",,"29800","24084360","Sell","Equity Shares","Nil","0.00","03-Jun-2019","03-Jun-2019","06-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1052973_108486_10062019080216_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Mukesh Kumar Garg","Key Managerial Personnel","Equity Shares","29800","0.01",,"19800","16054830","Pledge Revoke","Equity Shares","29800","0.01","03-Jun-2019","03-Jun-2019","06-Jun-2019","Revokation of Pledge","-","-","0","0","0","0","NA","-","10-Jun-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1052973_108486_10062019080216_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Kunal Sharma","Employees/Designated Employees","Equity Shares","Nil","0",,"10000","3947500","Buy","Equity Shares","10000","0.00","05-Jun-2019","05-Jun-2019","06-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1052973_108486_10062019080216_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Amit Jain","Key Managerial Personnel","Equity Shares","Nil","0",,"4800","1894800","Buy","Equity Shares","4800","0.00","05-Jun-2019","05-Jun-2019","06-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1052973_108486_10062019080216_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Naveen Uppal","Employees/Designated Employees","Equity Shares","28869","0.01",,"10000","8010000","Sell","Equity Shares","18869","0.00","03-Jun-2019","03-Jun-2019","06-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1052973_108486_10062019080216_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Sachin Chaudhary","Director","Equity Shares","195000","0.05",,"12500","1199375","Buy","Equity Shares","207500","0.05","05-Jun-2019","05-Jun-2019","06-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1052973_108486_10062019080216_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Akhil Gupta","Employees/Designated Employees","Equity Shares","Nil","0",,"10000","3947500","Buy","Equity Shares","10000","0.00","05-Jun-2019","05-Jun-2019","06-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1052973_108486_10062019080216_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Tapan Kumar Biswal","Employees/Designated Employees","Equity Shares","1181","0",,"4000","1579000","Buy","Equity Shares","5181","0.00","05-Jun-2019","05-Jun-2019","06-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 20:02","https://archives.nseindia.com/corporate/xbrl/IT_1052973_108486_10062019080216_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","GUPTA DIPTA BHANU","Employees/Designated Employees","Equity Shares","128000","0.01",,"7500","16560000","Sell","Equity Shares","120500","0.01","07-Jun-2019","07-Jun-2019","07-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:24","https://archives.nseindia.com/corporate/xbrl/IT_1052982_108484_10062019072410_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SALUNKE SUBODH","Employees/Designated Employees","Equity Shares","174630","0.01",,"1750","3863983","Sell","Equity Shares","172880","0.01","07-Jun-2019","07-Jun-2019","07-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:24","https://archives.nseindia.com/corporate/xbrl/IT_1052982_108484_10062019072410_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PARKHI VINAYAK P","Employees/Designated Employees","Equity Shares","28840","0",,"1000","2204000","Sell","Equity Shares","27840","0.00","03-Jun-2019","03-Jun-2019","07-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:24","https://archives.nseindia.com/corporate/xbrl/IT_1052982_108484_10062019072410_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","AGARWAL AJAY","Key Managerial Personnel","Equity Shares","30360","0",,"25000","39246250","Buy","Equity Shares","55360","0.00","07-Jun-2019","07-Jun-2019","07-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 19:24","https://archives.nseindia.com/corporate/xbrl/IT_1052982_108484_10062019072410_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","VINITA ACHIN ARORA","Employees/Designated Employees","Equity Shares","8235","0",,"500","1107500","Sell","Equity Shares","7735","0.00","07-Jun-2019","07-Jun-2019","07-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:24","https://archives.nseindia.com/corporate/xbrl/IT_1052982_108484_10062019072410_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","VINITA ACHIN ARORA","Employees/Designated Employees","Equity Shares","750","0",,"250","556975","Sell","Equity Shares","500","0.00","03-Jun-2019","03-Jun-2019","07-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:24","https://archives.nseindia.com/corporate/xbrl/IT_1052982_108484_10062019072410_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","VINITA ACHIN ARORA","Employees/Designated Employees","Equity Shares","500","0",,"7735","7848318","Buy","Equity Shares","8235","0.00","07-Jun-2019","07-Jun-2019","07-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 19:24","https://archives.nseindia.com/corporate/xbrl/IT_1052982_108484_10062019072410_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","VINAYAK SURESH KUVESKAR","Employees/Designated Employees","Equity Shares","Nil","0",,"1600","2511760","Buy","Equity Shares","1600","0.00","07-Jun-2019","07-Jun-2019","07-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 19:24","https://archives.nseindia.com/corporate/xbrl/IT_1052982_108484_10062019072410_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PARKHI VINAYAK P","Employees/Designated Employees","Equity Shares","27840","0",,"11250","11414813","Buy","Equity Shares","39090","0.00","07-Jun-2019","07-Jun-2019","07-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 19:24","https://archives.nseindia.com/corporate/xbrl/IT_1052982_108484_10062019072410_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Utkal B Goradia","Promoter Group","Equity Shares","57019","0.13",,"9000","1255500","Buy","Equity Shares","66019","0.15","10-Jun-2019","10-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:19","https://archives.nseindia.com/corporate/xbrl/IT_1052981_108483_10062019071917_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","K.Anuradha","Promoter Group","Equity Shares","811333","1.79",,"34471","4774234","Buy","Equity Shares","845804","1.87","10-Jun-2019","10-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:19","https://archives.nseindia.com/corporate/xbrl/IT_1052981_108483_10062019071917_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Meera B Goradia","Promoter Group","Equity Shares","114049","0.25",,"3500","488250","Buy","Equity Shares","117549","0.26","10-Jun-2019","10-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:19","https://archives.nseindia.com/corporate/xbrl/IT_1052981_108483_10062019071917_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","K Sudheer","Promoter Group","Equity Shares","63710","0.14",,"14000","1974000","Buy","Equity Shares","77710","0.17","10-Jun-2019","10-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:19","https://archives.nseindia.com/corporate/xbrl/IT_1052981_108483_10062019071917_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","P N Raju","Director","Equity Shares","1163119","2.57",,"10500","1480500","Buy","Equity Shares","1173619","2.59","10-Jun-2019","10-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:19","https://archives.nseindia.com/corporate/xbrl/IT_1052981_108483_10062019071917_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Mr. Rajesh Subramaniam","Key Managerial Personnel","Equity Shares","756171","0.09",,"90301","4695652","Sell","Equity Shares","665870","0.08","06-Jun-2019","06-Jun-2019","07-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:11","https://archives.nseindia.com/corporate/xbrl/IT_1052978_108482_10062019071135_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Mr. Rajesh Subramaniam","Key Managerial Personnel","Equity Shares","665870","0.08",,"159620","8300188","Sell","Equity Shares","506250","0.07","07-Jun-2019","07-Jun-2019","07-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 19:11","https://archives.nseindia.com/corporate/xbrl/IT_1052978_108482_10062019071135_WEB.xml"
"ASTEC","Astec LifeSciences Limited","7(2)","GODREJ AGROVET LIMITED","Promoters","Equity Shares","11319915","57.89",,"931","424413.58","Buy","Equity Shares","11320846","57.89","04-Jun-2019","04-Jun-2019","06-Jun-2019","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","10-Jun-2019 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1052960_108481_10062019070058_WEB.xml"
"ASTEC","Astec LifeSciences Limited","7(2)","GODREJ AGROVET LIMITED","Promoters","Equity Shares","11314463","57.86",,"5452","2483457.06","Buy","Equity Shares","11319915","57.89","03-Jun-2019","03-Jun-2019","06-Jun-2019","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","10-Jun-2019 19:00","https://archives.nseindia.com/corporate/xbrl/IT_1052960_108481_10062019070058_WEB.xml"
"SETCO","Setco Automotive Limited","7(2)","SHVETAL VAKIL","Director","Equity Shares","274750","0.2",,"7000","197540","Buy","Equity Shares","281750","0.21","04-Jun-2019","04-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 18:58","https://archives.nseindia.com/corporate/xbrl/IT_1052976_108480_10062019065848_WEB.xml"
"URJA","Urja Global Limited","7(2)","Nandanvan Commercial Pvt. Ltd.","Promoters","Equity Shares","166417746","32.81",,"606436","1467329","Sell","Equity Shares","165811310","32.69","10-Jun-2019","10-Jun-2019","10-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 18:57","https://archives.nseindia.com/corporate/xbrl/IT_1052975_108479_10062019065745_WEB.xml"
"CHOLAHLDNG","Cholamandalam Financial Holdings Limited","7(2)","Shambho Trust","Promoter Group","Equity Shares","Nil","0",,"597340","297684389","Buy","Equity Shares","597340","0.32","03-Jun-2019","03-Jun-2019","06-Jun-2019","Off Market","-","-","0","0","0","0","NA","-","10-Jun-2019 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1052972_108477_10062019064340_WEB.xml"
"CHOLAHLDNG","Cholamandalam Financial Holdings Limited","7(2)","Saraswathi Trust","Promoter Group","Equity Shares","Nil","0",,"334180","166538603","Buy","Equity Shares","334180","0.18","03-Jun-2019","03-Jun-2019","06-Jun-2019","Off Market","-","-","0","0","0","0","NA","-","10-Jun-2019 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1052972_108477_10062019064340_WEB.xml"
"CHOLAHLDNG","Cholamandalam Financial Holdings Limited","7(2)","M V Seetha Subbiah","Promoter Group","Equity Shares","541350","0.29",,"324810","161869063.5","Sell","Equity Shares","216540","0.12","03-Jun-2019","03-Jun-2019","06-Jun-2019","Off Market","-","-","0","0","0","0","NA","-","10-Jun-2019 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1052972_108477_10062019064340_WEB.xml"
"CHOLAHLDNG","Cholamandalam Financial Holdings Limited","7(2)","S Vellayan","Promoters","Equity Shares","430250","0.23",,"430250","214415087.5","Sell","Equity Shares","Nil","0.00","03-Jun-2019","03-Jun-2019","06-Jun-2019","Off Market","-","-","0","0","0","0","NA","-","10-Jun-2019 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1052972_108477_10062019064340_WEB.xml"
"CHOLAHLDNG","Cholamandalam Financial Holdings Limited","7(2)","M V Subbiah","Promoters","Equity Shares","572950","0.31",,"176460","87938841","Sell","Equity Shares","396490","0.21","03-Jun-2019","03-Jun-2019","06-Jun-2019","Off Market","-","-","0","0","0","0","NA","-","10-Jun-2019 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1052972_108477_10062019064340_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Ashish Modi","Other","Equity Shares","18000","0",,"3300","2560000","Buy","Equity Shares","21300","0.00","05-Jun-2019","05-Jun-2019","07-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1052971_108476_10062019064027_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","General Insurance Corporation of India","Promoters","Equity Shares","34062729","1.32",,"176521","140345279","Sell","Equity Shares","33886208","1.32","21-May-2019","06-Jun-2019","10-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1052971_108476_10062019064027_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Sanjay Silas","Other","Equity Shares","20000","0",,"20000","16380200","Sell","Equity Shares","Nil","0.00","06-Jun-2019","06-Jun-2019","06-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1052971_108476_10062019064027_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Ajay Kaistha","Other","Equity Shares","1080","0",,"500","404150","Sell","Equity Shares","580","0.00","30-May-2019","30-May-2019","06-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1052971_108476_10062019064027_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Abhijit Ghose","Other","Equity Shares","48432","0",,"5100","3010415","Buy","Equity Shares","53532","0.00","03-Jun-2019","03-Jun-2019","06-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1052971_108476_10062019064027_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","N. Krishnakumar","Other","Equity Shares","26676","0",,"11800","9522360","Sell","Equity Shares","14876","0.00","29-May-2019","04-Jun-2019","10-Jun-2019","Market Sale","-","-","0","0","0","0","NSE","-","10-Jun-2019 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1052971_108476_10062019064027_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Ajit Kumar Dash Choudhury","Other","Equity Shares","57000","0",,"7800","3938220","Buy","Equity Shares","64800","0.00","05-Jun-2019","05-Jun-2019","06-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1052971_108476_10062019064027_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Ajit Kumar Dash Choudhury","Other","Equity Shares","47400","0",,"9600","4828800","Buy","Equity Shares","57000","0.00","05-May-2019","05-May-2019","06-Jun-2019","ESOP","-","-","0","0","0","0","NA","-","10-Jun-2019 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1052971_108476_10062019064027_WEB.xml"
"ONWARDTEC","Onward Technologies Limited","7(2)","Onward Network Technologies Pvt ltd","Promoters","Equity Shares","7920612","49.81",,"12700","798151.88","Buy","Equity Shares","7933312","49.89","06-Jun-2019","06-Jun-2019","07-Jun-2019","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","10-Jun-2019 18:38","https://archives.nseindia.com/corporate/xbrl/IT_1052969_108475_10062019063832_WEB.xml"
"ONWARDTEC","Onward Technologies Limited","7(2)","Onward Network Technologies Pvt ltd","Promoters","Equity Shares","7933312","49.89",,"12000","810133.70","Buy","Equity Shares","7945312","49.96","07-Jun-2019","07-Jun-2019","10-Jun-2019","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","10-Jun-2019 18:38","https://archives.nseindia.com/corporate/xbrl/IT_1052969_108475_10062019063832_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","M/s Suraj Viniyog Private Limited","Promoter Group","Equity Shares","23645848","5.21",,"3067800","1062839310","Pledge","Equity Shares","23645848","5.21","04-Jun-2019","04-Jun-2019","06-Jun-2019","Pledge Creation","-","-","0","0","0","0","NA","-","10-Jun-2019 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1052966_108474_10062019063539_WEB.xml"
"STRTECH","Sterlite Technologies Limited","7(2)","Twin Star Overseas Limited","Promoters","Equity Shares","209402750","52.01",,"209402750","36655951388","Pledge Revoke","Equity Shares","209402750","52.01","10-Jun-2019","10-Jun-2019","10-Jun-2019","Revokation of Pledge","-","-","0","0","0","0","NSE","-","10-Jun-2019 18:32","https://archives.nseindia.com/corporate/xbrl/IT_1052968_108473_10062019063226_WEB.xml"
"ADANIENT","Adani Enterprises Limited","7(2)","Adani Tradeline LLP (Formerly known as Parsa Kente Rail Infra LLP)","Promoter Group","Equity Shares","99491719","9.05",,"5153800","789300000","Pledge Revoke","Equity Shares","99491719","9.05","06-Jun-2019","06-Jun-2019","08-Jun-2019","Revokation of Pledge","-","-","0","0","0","0","NA","-","10-Jun-2019 18:27","https://archives.nseindia.com/corporate/xbrl/IT_1052967_108472_10062019062713_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","SHAMBHO TRUST (Shares held jointly by M V Subbiah, S Vellayan and Kanika Subbiah)","Promoter Group","Equity Shares","Nil","0",,"320260","490766424","Buy","Equity Shares","320260","0.20","03-Jun-2019","03-Jun-2019","06-Jun-2019","Off Market","-","-","0","0","0","0","NA","-","10-Jun-2019 18:21","https://archives.nseindia.com/corporate/xbrl/IT_1052944_108471_10062019062114_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","M V SUBBIAH","Promoters","Equity Shares","312925","0.2",,"150578","230745727.20","Sell","Equity Shares","162347","0.10","03-Jun-2019","03-Jun-2019","06-Jun-2019","Off Market","-","-","0","0","0","0","NA","-","10-Jun-2019 18:21","https://archives.nseindia.com/corporate/xbrl/IT_1052944_108471_10062019062114_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","M V SEETHA SUBBIAH","Promoter Group","Equity Shares","79502","0.05",,"79502","121828864.80","Sell","Equity Shares","Nil","0.00","03-Jun-2019","03-Jun-2019","06-Jun-2019","Off Market","-","-","0","0","0","0","NA","-","10-Jun-2019 18:21","https://archives.nseindia.com/corporate/xbrl/IT_1052944_108471_10062019062114_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","S VELLAYAN","Promoters","Equity Shares","245493","0.16",,"245493","376193473.20","Sell","Equity Shares","Nil","0.00","03-Jun-2019","03-Jun-2019","06-Jun-2019","Off Market","-","-","0","0","0","0","NA","-","10-Jun-2019 18:21","https://archives.nseindia.com/corporate/xbrl/IT_1052944_108471_10062019062114_WEB.xml"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","7(2)","SARASWATHI TRUST (Shares held jointly by M V Subbiah, S Vellayan and M V Seetha Subbiah)","Promoter Group","Equity Shares","Nil","0",,"155313","238001641.20","Buy","Equity Shares","155313","0.10","03-Jun-2019","03-Jun-2019","06-Jun-2019","Off Market","-","-","0","0","0","0","NA","-","10-Jun-2019 18:21","https://archives.nseindia.com/corporate/xbrl/IT_1052944_108471_10062019062114_WEB.xml"
"ISFT","Intrasoft Technologies Limited","7(2)","Sharad Kajaria","Promoters","Equity Shares","2802000","19.02",,"2500","120","Buy","Equity Shares","2804500","19.04","06-Jun-2019","06-Jun-2019","07-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1052964_108470_10062019061447_WEB.xml"
"ISFT","Intrasoft Technologies Limited","7(2)","Arvind Kajaria","Promoters","Equity Shares","2800014","19.01",,"2000","121","Buy","Equity Shares","2802014","19.02","06-Jun-2019","06-Jun-2019","07-Jun-2019","Market Purchase","-","-","0","0","0","0","BSE","-","10-Jun-2019 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1052964_108470_10062019061447_WEB.xml"
"ISFT","Intrasoft Technologies Limited","7(2)","Arvind Kajaria","Promoters","Equity Shares","2802014","19.02",,"300","120","Buy","Equity Shares","2802314","19.02","06-Jun-2019","06-Jun-2019","07-Jun-2019","Market Purchase","-","-","0","0","0","0","NSE","-","10-Jun-2019 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1052964_108470_10062019061447_WEB.xml"
"ISFT","Intrasoft Technologies Limited","7(2)","Sharad Kajaria","Promoters","Equity Shares","2800000","19.01",,"2000","121","Buy","Equity Shares","2802000","19.02","06-Jun-2019","06-Jun-2019","07-Jun-2019","Market Purchase","-","-","0","0","0","0","BSE","-","10-Jun-2019 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1052964_108470_10062019061447_WEB.xml"
